Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 408, Player Actual Y: 1856, Spawn Point Y: 1887, Level Shift Y: -1448
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -698
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 201, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 202, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 203, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 205, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 207, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 209, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 212, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 215, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 219, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 223, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 227, Player Actual Y: 1024, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 222, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 212, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 203, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -696
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -690
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -681
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -673
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -665
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -657
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -650
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -643
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -637
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -631
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -625
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -620
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -615
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -610
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -606
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -602
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -598
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -595
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -592
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -589
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -587
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -585
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -583
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -582
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -581
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 201, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 202, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 203, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 205, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 207, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 209, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 212, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 215, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 218, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 222, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 226, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 230, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 235, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 240, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 245, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 251, Player Actual Y: 928, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 242, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 223, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 214, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 205, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -580
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -577
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -569
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -561
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -554
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -547
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -541
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -535
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -529
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -524
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -519
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -514
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -510
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -506
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -502
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -499
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -496
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -493
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -491
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -489
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -487
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -486
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -485
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 201, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 202, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 203, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 205, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 207, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 209, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 212, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 215, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 218, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 222, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 226, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 230, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 235, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 240, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 245, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 251, Player Actual Y: 832, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 252, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 242, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 232, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 223, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 214, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 205, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -484
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -481
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -473
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -465
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -458
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -451
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -445
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -439
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -433
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -428
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -423
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -418
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -414
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -410
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -406
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -403
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -400
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -397
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -395
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -393
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -391
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -390
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -389
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 201, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 202, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 203, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 205, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 207, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 209, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 212, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 215, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 218, Player Actual Y: 736, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 220, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 210, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -388
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -379
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -370
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -361
Time: 2024-08-03 15:55, Level: level1, Player Rect Y: 200, Player Actual Y: 608, Spawn Point Y: 1887, Level Shift Y: -353
